date_sitename,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val
"01/20/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"01/20/2017, Mentor",0.4,5.0,,,,,,,,,,
"01/20/2017, Painesville",,,,,,,,,7.6,32.0,1.0,1.0
"01/20/2017, St Theodosius",,,,,,,13.0,12.0,,,0.0,0.0
"01/21/2017, Barr School",,,,,,,,,4.4,18.0,,
"01/21/2017, Chippewa",,,,,,,,,6.3,26.0,,
"01/21/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"01/21/2017, Cleveland Near Road",0.4,5.0,23.0,22.0,,,,,,,,
"01/21/2017, Eastlake",,,,,,,,,,,2.0,3.0
"01/21/2017, GT Craig NCore",0.6,7.0,22.0,21.0,0.021,19.0,19.0,18.0,12.2,51.0,4.0,6.0
"01/21/2017, GT Craig NCore",0.6,7.0,22.0,21.0,0.021,19.0,19.0,18.0,12.2,51.0,3.6,4.0
"01/21/2017, Galleria",0.5,6.0,,,,,,,,,,
"01/21/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"01/21/2017, Mentor",0.3,3.0,,,,,,,,,,
"01/21/2017, Painesville",,,,,,,,,6.4,27.0,1.0,1.0
"01/21/2017, St Theodosius",,,,,,,25.0,23.0,,,8.0,11.0
"01/22/2017, Barr School",,,,,,,,,5.9,25.0,,
"01/22/2017, Barr School",,,,,,,,,3.3,14.0,,
"01/22/2017, Brookpark",,,,,,,,,7.1,30.0,,
"01/22/2017, Chippewa",,,,,,,,,5.1,21.0,,
"01/22/2017, Cleveland Fire St13",,,,,,,,,8.7,36.0,0.0,0.0
"01/22/2017, Cleveland Near Road",0.2,2.0,11.0,10.0,,,,,,,,
"01/22/2017, District 6",,,,,,,,,6.8,28.0,,
"01/22/2017, Eastlake",,,,,,,,,,,2.0,3.0
"01/22/2017, GT Craig NCore",0.4,5.0,21.0,20.0,0.015,14.0,16.0,15.0,9.7,40.0,4.0,6.0
"01/22/2017, GT Craig NCore",0.4,5.0,21.0,20.0,0.015,14.0,16.0,15.0,9.7,40.0,1.7,1.0
"01/22/2017, GT Craig NCore",0.4,5.0,21.0,20.0,0.015,14.0,16.0,15.0,9.2,38.0,4.0,6.0
"01/22/2017, GT Craig NCore",0.4,5.0,21.0,20.0,0.015,14.0,16.0,15.0,9.2,38.0,1.7,1.0
"01/22/2017, Galleria",0.4,5.0,,,,,,,,,,
"01/22/2017, Harvard Yards",,,,,,,,,11.6,48.0,0.0,0.0
"01/22/2017, Mentor",0.3,3.0,,,,,,,,,,
"01/22/2017, Painesville",,,,,,,,,5.6,23.0,1.0,1.0
"01/22/2017, Painesville",,,,,,,,,5.4,23.0,1.0,1.0
"01/22/2017, St Theodosius",,,,,,,27.0,25.0,12.5,52.0,0.0,0.0
"01/22/2017, St Theodosius",,,,,,,27.0,25.0,13.2,53.0,0.0,0.0
"01/23/2017, Barr School",,,,,,,,,3.1,13.0,,
"01/23/2017, Chippewa",,,,,,,,,6.9,29.0,,
"01/23/2017, Cleveland Fire St13",,,,,,,,,,,4.0,6.0
"01/23/2017, Cleveland Near Road",0.2,2.0,8.0,8.0,,,,,,,,
"01/23/2017, Eastlake",,,,,,,,,,,2.0,3.0
"01/23/2017, GT Craig NCore",0.4,5.0,19.0,18.0,0.014,13.0,11.0,10.0,10.5,44.0,0.0,0.0
"01/23/2017, GT Craig NCore",0.4,5.0,19.0,18.0,0.014,13.0,11.0,10.0,10.5,44.0,0.1,0.0
"01/23/2017, Galleria",0.4,5.0,,,,,,,,,,
"01/23/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"01/23/2017, Mentor",1.0,11.0,,,,,,,,,,
"01/23/2017, Painesville",,,,,,,,,5.7,24.0,1.0,1.0
"01/23/2017, St Theodosius",,,,,,,17.0,16.0,,,2.0,3.0
"01/24/2017, Barr School",,,,,,,,,1.7,7.0,,
"01/24/2017, Chippewa",,,,,,,,,3.7,15.0,,
"01/24/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"01/24/2017, Cleveland Near Road",0.4,5.0,,,,,,,,,,
"01/24/2017, Eastlake",,,,,,,,,,,2.0,3.0
"01/24/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.02,19.0,7.0,6.0,8.4,35.0,3.0,4.0
"01/24/2017, GT Craig NCore",0.3,3.0,16.0,15.0,0.02,19.0,7.0,6.0,8.4,35.0,3.4,4.0
"01/24/2017, Galleria",0.4,5.0,,,,,,,,,,
"01/24/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"01/24/2017, Mentor",0.4,5.0,,,,,,,,,,
"01/24/2017, Painesville",,,,,,,,,4.9,20.0,1.0,1.0
"01/24/2017, St Theodosius",,,,,,,8.0,7.0,,,0.0,0.0
"01/25/2017, Barr School",,,,,,,6.0,6.0,7.4,31.0,,
"01/25/2017, Barr School",,,,,,,6.0,6.0,6.6,28.0,,
"01/25/2017, Barr School",,,,,,,6.0,6.0,2.9,12.0,,
"01/25/2017, Brookpark",,,,,,,10.0,9.0,6.3,26.0,,
"01/25/2017, Chippewa",,,,,,,,,5.4,23.0,,
"01/25/2017, Cleveland Fire St13",,,,,,,13.0,12.0,7.8,33.0,0.0,0.0
"01/25/2017, Cleveland Fire St13",,,,,,,14.0,13.0,7.8,33.0,0.0,0.0
"01/25/2017, Cleveland Near Road",0.2,2.0,,,,,,,,,,
"01/25/2017, District 6",,,,,,,,,7.9,33.0,,
"01/25/2017, Eastlake",,,,,,,,,,,3.0,4.0
"01/25/2017, FAIRPORT HIGH SCHOOL",,,,,,,9.0,8.0,,,,
"01/25/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.024,22.0,24.0,22.0,7.8,33.0,3.0,4.0
"01/25/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.024,22.0,24.0,22.0,7.8,33.0,3.0,4.0
"01/25/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.024,22.0,24.0,22.0,7.8,33.0,3.0,4.0
"01/25/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.024,22.0,24.0,22.0,7.8,33.0,3.0,4.0
"01/25/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.024,22.0,15.0,14.0,7.8,33.0,3.0,4.0
"01/25/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.024,22.0,15.0,14.0,7.8,33.0,3.0,4.0
"01/25/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.024,22.0,15.0,14.0,7.8,33.0,3.0,4.0
"01/25/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.024,22.0,15.0,14.0,7.8,33.0,3.0,4.0
"01/25/2017, Galleria",0.5,6.0,,,,,,,,,,
"01/25/2017, Harvard Yards",,,,,,,22.0,20.0,9.7,40.0,0.0,0.0
"01/25/2017, Mentor",0.4,5.0,,,,,,,,,,
"01/25/2017, Painesville",,,,,,,,,6.2,26.0,1.0,1.0
"01/25/2017, Painesville",,,,,,,,,6.5,27.0,1.0,1.0
"01/25/2017, Painesville",,,,,,,,,5.1,21.0,1.0,1.0
"01/25/2017, St Theodosius",,,,,,,24.0,22.0,9.7,40.0,0.0,0.0
"01/25/2017, St Theodosius",,,,,,,24.0,22.0,9.4,39.0,0.0,0.0
"01/26/2017, Barr School",,,,,,,,,1.2,5.0,,
"01/26/2017, Chippewa",,,,,,,,,4.1,17.0,,
"01/26/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"01/26/2017, Cleveland Near Road",0.3,3.0,11.0,10.0,,,,,,,,
"01/26/2017, Eastlake",,,,,,,,,,,2.0,3.0
"01/26/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.021,19.0,5.0,5.0,2.8,12.0,0.0,0.0
"01/26/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.021,19.0,5.0,5.0,2.8,12.0,0.0,0.0
"01/26/2017, Galleria",0.4,5.0,,,,,,,,,,
"01/26/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"01/26/2017, Mentor",0.3,3.0,,,,,,,,,,
"01/26/2017, Painesville",,,,,,,,,3.6,15.0,1.0,1.0
"01/26/2017, St Theodosius",,,,,,,5.0,5.0,,,0.0,0.0
"01/27/2017, Barr School",,,,,,,,,1.3,5.0,,
"01/27/2017, Chippewa",,,,,,,,,3.9,16.0,,
"01/27/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"01/27/2017, Cleveland Near Road",0.3,3.0,16.0,15.0,,,,,,,,
"01/27/2017, Eastlake",,,,,,,,,,,2.0,3.0
"01/27/2017, GT Craig NCore",0.2,2.0,12.0,11.0,0.026,24.0,7.0,6.0,5.0,21.0,0.0,0.0
"01/27/2017, GT Craig NCore",0.2,2.0,12.0,11.0,0.026,24.0,7.0,6.0,5.0,21.0,0.2,0.0
"01/27/2017, Galleria",0.3,3.0,,,,,,,,,,
"01/27/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"01/27/2017, Mentor",0.4,5.0,,,,,,,,,,
"01/27/2017, Painesville",,,,,,,,,3.5,15.0,1.0,1.0
"01/27/2017, St Theodosius",,,,,,,16.0,15.0,,,0.0,0.0
"01/28/2017, Barr School",,,,,,,,,11.4,48.0,,
"01/28/2017, Barr School",,,,,,,,,4.1,17.0,,
"01/28/2017, Brookpark",,,,,,,,,13.7,54.0,,
"01/28/2017, Chippewa",,,,,,,,,9.4,39.0,,
"01/28/2017, Cleveland Fire St13",,,,,,,,,12.0,50.0,0.0,0.0
"01/28/2017, Cleveland Near Road",0.3,3.0,9.0,8.0,,,,,,,,
"01/28/2017, District 6",,,,,,,,,11.5,48.0,,
"01/28/2017, Eastlake",,,,,,,,,,,2.0,3.0
"01/28/2017, GT Craig NCore",0.2,2.0,7.0,7.0,0.025,23.0,10.0,9.0,12.8,52.0,0.0,0.0
"01/28/2017, GT Craig NCore",0.2,2.0,7.0,7.0,0.025,23.0,10.0,9.0,12.8,52.0,0.1,0.0
"01/28/2017, GT Craig NCore",0.2,2.0,7.0,7.0,0.025,23.0,10.0,9.0,8.9,37.0,0.0,0.0
"01/28/2017, GT Craig NCore",0.2,2.0,7.0,7.0,0.025,23.0,10.0,9.0,8.9,37.0,0.1,0.0
"01/28/2017, Galleria",0.2,2.0,,,,,,,,,,
"01/28/2017, Harvard Yards",,,,,,,,,10.8,45.0,0.0,0.0
"01/28/2017, Mentor",0.4,5.0,,,,,,,,,,
"01/28/2017, Painesville",,,,,,,,,11.1,46.0,1.0,1.0
"01/28/2017, Painesville",,,,,,,,,7.0,29.0,1.0,1.0
"01/28/2017, St Theodosius",,,,,,,17.0,16.0,10.7,45.0,0.0,0.0
"01/28/2017, St Theodosius",,,,,,,17.0,16.0,11.2,47.0,0.0,0.0
"01/29/2017, Barr School",,,,,,,,,2.7,11.0,,
"01/29/2017, Chippewa",,,,,,,,,8.7,36.0,,
"01/29/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"01/29/2017, Cleveland Near Road",0.3,3.0,22.0,21.0,,,,,,,,
"01/29/2017, Eastlake",,,,,,,,,,,3.0,4.0
"01/29/2017, GT Craig NCore",0.2,2.0,18.0,17.0,0.032,30.0,7.0,6.0,6.0,25.0,0.0,0.0
"01/29/2017, GT Craig NCore",0.2,2.0,18.0,17.0,0.032,30.0,7.0,6.0,6.0,25.0,0.2,0.0
"01/29/2017, Galleria",0.2,2.0,,,,,,,,,,
"01/29/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"01/29/2017, Mentor",0.4,5.0,,,,,,,,,,
"01/29/2017, Painesville",,,,,,,,,4.0,17.0,1.0,1.0
"01/29/2017, St Theodosius",,,,,,,12.0,11.0,,,0.0,0.0
"01/30/2017, Barr School",,,,,,,,,1.2,5.0,,
"01/30/2017, Chippewa",,,,,,,,,4.6,19.0,,
"01/30/2017, Cleveland Fire St13",,,,,,,,,,,1.0,1.0
"01/30/2017, Cleveland Near Road",0.4,5.0,23.0,22.0,,,,,,,,
"01/30/2017, Eastlake",,,,,,,,,,,2.0,3.0
"01/30/2017, GT Craig NCore",0.3,3.0,21.0,20.0,0.033,31.0,9.0,8.0,2.4,10.0,3.0,4.0
"01/30/2017, GT Craig NCore",0.3,3.0,21.0,20.0,0.033,31.0,9.0,8.0,2.4,10.0,3.5,4.0
"01/30/2017, Galleria",0.2,2.0,,,,,,,,,,
"01/30/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"01/30/2017, Mentor",0.4,5.0,,,,,,,,,,
"01/30/2017, Painesville",,,,,,,,,3.4,14.0,1.0,1.0
"01/30/2017, St Theodosius",,,,,,,9.0,8.0,,,5.0,7.0
"01/31/2017, Barr School",,,,,,,5.0,5.0,6.0,25.0,,
"01/31/2017, Barr School",,,,,,,5.0,5.0,6.7,28.0,,
"01/31/2017, Barr School",,,,,,,5.0,5.0,2.6,11.0,,
"01/31/2017, Brookpark",,,,,,,9.0,8.0,,,,
"01/31/2017, Chippewa",,,,,,,,,4.4,18.0,,
"01/31/2017, Cleveland Fire St13",,,,,,,14.0,13.0,9.0,38.0,0.0,0.0
"01/31/2017, Cleveland Fire St13",,,,,,,16.0,15.0,9.0,38.0,0.0,0.0
"01/31/2017, Cleveland Near Road",0.3,3.0,27.0,25.0,,,,,,,,
"01/31/2017, District 6",,,,,,,,,7.6,32.0,,
"01/31/2017, Eastlake",,,,,,,,,,,2.0,3.0
"01/31/2017, FAIRPORT HIGH SCHOOL",,,,,,,9.0,8.0,,,,
"01/31/2017, FAIRPORT HIGH SCHOOL",,,,,,,9.0,8.0,,,,
"01/31/2017, GT Craig NCore",0.3,3.0,31.0,29.0,0.027,25.0,17.0,16.0,7.8,33.0,1.0,1.0
"01/31/2017, GT Craig NCore",0.3,3.0,31.0,29.0,0.027,25.0,17.0,16.0,9.1,38.0,1.0,1.0
"01/31/2017, GT Craig NCore",0.3,3.0,31.0,29.0,0.027,25.0,10.0,9.0,7.8,33.0,1.0,1.0
"01/31/2017, GT Craig NCore",0.3,3.0,31.0,29.0,0.027,25.0,10.0,9.0,9.1,38.0,1.0,1.0
"01/31/2017, Galleria",0.2,2.0,,,,,,,,,,
"01/31/2017, Harvard Yards",,,,,,,16.0,15.0,9.1,38.0,0.0,0.0
"01/31/2017, Mentor",0.4,5.0,,,,,,,,,,
"01/31/2017, Painesville",,,,,,,,,8.5,35.0,1.0,1.0
"01/31/2017, Painesville",,,,,,,,,6.1,25.0,1.0,1.0
"01/31/2017, St Theodosius",,,,,,,17.0,16.0,8.7,36.0,0.0,0.0
"01/31/2017, St Theodosius",,,,,,,17.0,16.0,10.0,42.0,0.0,0.0
"02/01/2017, Barr School",,,,,,,,,2.3,10.0,,
"02/01/2017, Chippewa",,,,,,,,,6.1,25.0,,
"02/01/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"02/01/2017, Cleveland Near Road",0.4,5.0,40.0,38.0,,,,,,,,
"02/01/2017, Eastlake",,,,,,,,,,,2.0,3.0
"02/01/2017, GT Craig NCore",0.3,3.0,32.0,30.0,0.029,27.0,8.0,7.0,5.2,22.0,0.0,0.0
"02/01/2017, GT Craig NCore",0.3,3.0,32.0,30.0,0.029,27.0,8.0,7.0,5.2,22.0,0.4,0.0
"02/01/2017, Galleria",0.3,3.0,,,,,,,,,,
"02/01/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"02/01/2017, Mentor",0.3,3.0,,,,,,,,,,
"02/01/2017, Painesville",,,,,,,,,4.8,20.0,1.0,1.0
"02/01/2017, St Theodosius",,,,,,,12.0,11.0,,,0.0,0.0
"02/02/2017, Barr School",,,,,,,,,1.5,6.0,,
"02/02/2017, Chippewa",,,,,,,,,5.3,22.0,,
"02/02/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"02/02/2017, Cleveland Near Road",0.4,5.0,20.0,19.0,,,,,,,,
"02/02/2017, Eastlake",,,,,,,,,,,2.0,3.0
"02/02/2017, GT Craig NCore",0.3,3.0,17.0,16.0,0.034,31.0,12.0,11.0,5.0,21.0,0.0,0.0
"02/02/2017, GT Craig NCore",0.3,3.0,17.0,16.0,0.034,31.0,12.0,11.0,5.0,21.0,0.2,0.0
"02/02/2017, Galleria",0.3,3.0,,,,,,,,,,
"02/02/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"02/02/2017, Mentor",0.2,2.0,,,,,,,,,,
"02/02/2017, Painesville",,,,,,,,,4.0,17.0,1.0,1.0
"02/02/2017, St Theodosius",,,,,,,10.0,9.0,,,0.0,0.0
"02/03/2017, Barr School",,,,,,,,,5.2,22.0,,
"02/03/2017, Barr School",,,,,,,,,1.8,8.0,,
"02/03/2017, Brookpark",,,,,,,,,8.5,35.0,,
"02/03/2017, Chippewa",,,,,,,,,7.2,30.0,,
"02/03/2017, Chippewa",,,,,,,,,8.0,33.0,,
"02/03/2017, Cleveland Fire St13",,,,,,,,,13.3,54.0,0.0,0.0
"02/03/2017, Cleveland Near Road",0.4,5.0,27.0,25.0,,,,,,,,
"02/03/2017, District 6",,,,,,,,,6.4,27.0,,
"02/03/2017, Eastlake",,,,,,,,,,,2.0,3.0
"02/03/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.039,36.0,22.0,20.0,8.5,35.0,0.0,0.0
"02/03/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.039,36.0,22.0,20.0,8.5,35.0,0.2,0.0
"02/03/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.039,36.0,22.0,20.0,7.1,30.0,0.0,0.0
"02/03/2017, GT Craig NCore",0.3,3.0,24.0,23.0,0.039,36.0,22.0,20.0,7.1,30.0,0.2,0.0
"02/03/2017, Galleria",0.3,3.0,,,,,,,,,,
"02/03/2017, Harvard Yards",,,,,,,,,8.8,37.0,0.0,0.0
"02/03/2017, Mentor",0.2,2.0,,,,,,,,,,
"02/03/2017, Painesville",,,,,,,,,5.3,22.0,0.0,0.0
"02/03/2017, Painesville",,,,,,,,,5.1,21.0,0.0,0.0
"02/03/2017, St Theodosius",,,,,,,23.0,21.0,8.1,34.0,0.0,0.0
"02/03/2017, St Theodosius",,,,,,,23.0,21.0,8.5,35.0,0.0,0.0
"02/04/2017, Barr School",,,,,,,,,1.3,5.0,,
"02/04/2017, Chippewa",,,,,,,,,5.9,25.0,,
"02/04/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"02/04/2017, Cleveland Near Road",0.4,5.0,36.0,34.0,,,,,,,,
"02/04/2017, Eastlake",,,,,,,,,,,3.0,4.0
"02/04/2017, GT Craig NCore",0.2,2.0,17.0,16.0,0.034,31.0,12.0,11.0,3.4,14.0,4.0,6.0
"02/04/2017, GT Craig NCore",0.2,2.0,17.0,16.0,0.034,31.0,12.0,11.0,3.4,14.0,4.4,6.0
"02/04/2017, Galleria",0.6,7.0,,,,,,,,,,
"02/04/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"02/04/2017, Mentor",0.3,3.0,,,,,,,,,,
"02/04/2017, Painesville",,,,,,,,,3.8,16.0,1.0,1.0
"02/04/2017, St Theodosius",,,,,,,14.0,13.0,,,0.0,0.0
"02/05/2017, Barr School",,,,,,,,,5.8,24.0,,
"02/05/2017, Chippewa",,,,,,,,,10.8,45.0,,
"02/05/2017, Cleveland Fire St13",,,,,,,,,,,1.0,1.0
"02/05/2017, Cleveland Near Road",0.3,3.0,12.0,11.0,,,,,,,,
"02/05/2017, Eastlake",,,,,,,,,,,3.0,4.0
"02/05/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.03,28.0,16.0,15.0,8.6,36.0,1.0,1.0
"02/05/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.03,28.0,16.0,15.0,8.6,36.0,1.4,1.0
"02/05/2017, Galleria",0.6,7.0,,,,,,,,,,
"02/05/2017, Harvard Yards",,,,,,,,,,,1.0,1.0
"02/05/2017, Mentor",0.3,3.0,,,,,,,,,,
"02/05/2017, Painesville",,,,,,,,,8.6,36.0,2.0,3.0
"02/05/2017, St Theodosius",,,,,,,20.0,19.0,,,0.0,0.0
"02/06/2017, Barr School",,,,,,,19.0,18.0,17.2,62.0,,
"02/06/2017, Barr School",,,,,,,19.0,18.0,18.0,63.0,,
"02/06/2017, Barr School",,,,,,,19.0,18.0,9.0,38.0,,
"02/06/2017, Brookpark",,,,,,,28.0,26.0,18.1,64.0,,
"02/06/2017, Chippewa",,,,,,,,,19.2,66.0,,
"02/06/2017, Chippewa",,,,,,,,,15.9,59.0,,
"02/06/2017, Cleveland Fire St13",,,,,,,39.0,36.0,20.7,69.0,0.0,0.0
"02/06/2017, Cleveland Fire St13",,,,,,,36.0,33.0,20.7,69.0,0.0,0.0
"02/06/2017, Cleveland Near Road",0.5,6.0,33.0,31.0,,,,,,,,
"02/06/2017, District 6",,,,,,,,,18.2,64.0,,
"02/06/2017, Eastlake",,,,,,,,,,,4.0,6.0
"02/06/2017, FAIRPORT HIGH SCHOOL",,,,,,,21.0,19.0,,,,
"02/06/2017, FAIRPORT HIGH SCHOOL",,,,,,,21.0,19.0,,,,
"02/06/2017, GT Craig NCore",,,45.0,42.0,0.025,23.0,48.0,44.0,20.6,69.0,5.0,7.0
"02/06/2017, GT Craig NCore",,,45.0,42.0,0.025,23.0,48.0,44.0,20.6,69.0,5.2,7.0
"02/06/2017, GT Craig NCore",,,45.0,42.0,0.025,23.0,48.0,44.0,19.9,67.0,5.0,7.0
"02/06/2017, GT Craig NCore",,,45.0,42.0,0.025,23.0,48.0,44.0,19.9,67.0,5.2,7.0
"02/06/2017, GT Craig NCore",,,45.0,42.0,0.025,23.0,35.0,32.0,20.6,69.0,5.0,7.0
"02/06/2017, GT Craig NCore",,,45.0,42.0,0.025,23.0,35.0,32.0,20.6,69.0,5.2,7.0
"02/06/2017, GT Craig NCore",,,45.0,42.0,0.025,23.0,35.0,32.0,19.9,67.0,5.0,7.0
"02/06/2017, GT Craig NCore",,,45.0,42.0,0.025,23.0,35.0,32.0,19.9,67.0,5.2,7.0
"02/06/2017, Galleria",0.7,8.0,,,,,,,,,,
"02/06/2017, Harvard Yards",,,,,,,49.0,45.0,22.8,74.0,0.0,0.0
"02/06/2017, Mentor",0.4,5.0,,,,,,,,,,
"02/06/2017, Painesville",,,,,,,,,15.1,57.0,1.0,1.0
"02/06/2017, Painesville",,,,,,,,,14.1,55.0,1.0,1.0
"02/06/2017, Painesville",,,,,,,,,9.5,40.0,1.0,1.0
"02/06/2017, St Theodosius",,,,,,,51.0,47.0,22.6,73.0,10.0,14.0
"02/06/2017, St Theodosius",,,,,,,51.0,47.0,21.8,71.0,10.0,14.0
"02/07/2017, Barr School",,,,,,,,,3.7,15.0,,
"02/07/2017, Chippewa",,,,,,,,,5.1,21.0,,
"02/07/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"02/07/2017, Cleveland Near Road",0.3,3.0,19.0,18.0,,,,,,,,
"02/07/2017, Eastlake",,,,,,,,,,,2.0,3.0
"02/07/2017, GT Craig NCore",0.5,6.0,30.0,28.0,0.027,25.0,15.0,14.0,9.4,39.0,1.0,1.0
"02/07/2017, GT Craig NCore",0.5,6.0,30.0,28.0,0.027,25.0,15.0,14.0,9.4,39.0,0.9,0.0
"02/07/2017, Galleria",0.6,7.0,,,,,,,,,,
"02/07/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"02/07/2017, Mentor",0.3,3.0,,,,,,,,,,
"02/07/2017, Painesville",,,,,,,,,5.7,24.0,1.0,1.0
"02/07/2017, St Theodosius",,,,,,,21.0,19.0,,,0.0,0.0
"02/08/2017, Barr School",,,,,,,,,1.9,8.0,,
"02/08/2017, Chippewa",,,,,,,,,6.5,27.0,,
"02/08/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"02/08/2017, Cleveland Near Road",0.3,3.0,16.0,15.0,,,,,,,,
"02/08/2017, Eastlake",,,,,,,,,,,2.0,3.0
"02/08/2017, GT Craig NCore",0.3,3.0,12.0,11.0,0.033,31.0,10.0,9.0,2.8,12.0,0.0,0.0
"02/08/2017, GT Craig NCore",0.3,3.0,12.0,11.0,0.033,31.0,10.0,9.0,2.8,12.0,0.1,0.0
"02/08/2017, Galleria",0.4,5.0,,,,,,,,,,
"02/08/2017, Harvard Yards",,,,,,,,,,,0.0,0.0
"02/08/2017, Mentor",0.4,5.0,,,,,,,,,,
"02/08/2017, Painesville",,,,,,,,,3.3,14.0,1.0,1.0
"02/08/2017, St Theodosius",,,,,,,9.0,8.0,,,0.0,0.0
"02/09/2017, Barr School",,,,,,,,,3.0,13.0,,
"02/09/2017, Barr School",,,,,,,,,1.9,8.0,,
"02/09/2017, Brookpark",,,,,,,,,3.6,15.0,,
"02/09/2017, Chippewa",,,,,,,,,3.4,14.0,,
"02/09/2017, Chippewa",,,,,,,,,5.4,23.0,,
"02/09/2017, Cleveland Fire St13",,,,,,,,,7.7,32.0,0.0,0.0
"02/09/2017, Cleveland Near Road",0.3,3.0,13.0,12.0,,,,,,,,
"02/09/2017, District 6",,,,,,,,,3.4,14.0,,
"02/09/2017, Eastlake",,,,,,,,,,,2.0,3.0
"02/09/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.035,32.0,15.0,14.0,3.5,15.0,0.0,0.0
"02/09/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.035,32.0,15.0,14.0,3.5,15.0,0.3,0.0
"02/09/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.035,32.0,15.0,14.0,1.9,8.0,0.0,0.0
"02/09/2017, GT Craig NCore",0.2,2.0,10.0,9.0,0.035,32.0,15.0,14.0,1.9,8.0,0.3,0.0
"02/09/2017, Galleria",0.2,2.0,,,,,,,,,,
"02/09/2017, Harvard Yards",,,,,,,,,6.7,28.0,0.0,0.0
"02/09/2017, Mentor",0.2,2.0,,,,,,,,,,
"02/09/2017, Painesville",,,,,,,,,3.0,13.0,1.0,1.0
"02/09/2017, Painesville",,,,,,,,,3.9,16.0,1.0,1.0
"02/09/2017, St Theodosius",,,,,,,9.0,8.0,3.8,16.0,0.0,0.0
"02/09/2017, St Theodosius",,,,,,,9.0,8.0,3.2,13.0,0.0,0.0
"02/10/2017, Barr School",,,,,,,,,2.1,9.0,,
"02/10/2017, Chippewa",,,,,,,,,9.2,38.0,,
"02/10/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"02/10/2017, Cleveland Near Road",0.3,3.0,26.0,25.0,,,,,,,,
"02/10/2017, Eastlake",,,,,,,,,,,3.0,4.0
"02/10/2017, GT Craig NCore",0.6,7.0,22.0,21.0,0.024,22.0,35.0,32.0,10.0,42.0,11.0,16.0
"02/10/2017, GT Craig NCore",0.6,7.0,22.0,21.0,0.024,22.0,35.0,32.0,10.0,42.0,10.9,14.0
"02/10/2017, Galleria",0.5,6.0,,,,,,,,,,
"02/10/2017, Harvard Yards",,,,,,,,,,,37.0,52.0
"02/10/2017, Mentor",0.1,1.0,,,,,,,,,,
"02/10/2017, Painesville",,,,,,,,,3.9,16.0,1.0,1.0
"02/10/2017, St Theodosius",,,,,,,36.0,33.0,,,3.0,4.0
"02/11/2017, Barr School",,,,,,,,,7.0,29.0,,
"02/11/2017, Chippewa",,,,,,,,,8.5,35.0,,
"02/11/2017, Cleveland Fire St13",,,,,,,,,,,0.0,0.0
"02/11/2017, Cleveland Near Road",0.5,6.0,34.0,32.0,,,,,,,,
"02/11/2017, Eastlake",,,,,,,,,,,3.0,4.0
"02/11/2017, GT Craig NCore",0.6,7.0,33.0,31.0,0.021,19.0,22.0,20.0,10.5,44.0,0.0,0.0
"02/11/2017, GT Craig NCore",0.6,7.0,33.0,31.0,0.021,19.0,22.0,20.0,10.5,44.0,0.8,0.0
